Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:00,1674,8003E2AB0,1674,8003E2AB0,20.36,US Dollar,20.36,US Dollar,Reinvestment,0
2022/09/01 00:23,12,800174E40,12,800174E40,16.49,US Dollar,16.49,US Dollar,Reinvestment,0
2022/09/01 00:13,10,80024C8C0,10,80024C8C0,192339.42,US Dollar,192339.42,US Dollar,Reinvestment,0
2022/09/01 00:02,12,800303130,513,80034B400,22901.02,US Dollar,22901.02,US Dollar,Credit Card,0
2022/09/01 00:26,1292,8001CA830,10,8003B5DC0,1762621.93,US Dollar,1762621.93,US Dollar,Cheque,0
2022/09/01 00:04,1362,800419480,1362,800419480,4.51,US Dollar,4.51,US Dollar,Reinvestment,0
2022/09/01 00:00,1,800389100,1,800389100,16189.28,US Dollar,16189.28,US Dollar,Reinvestment,0
2022/09/01 00:20,1068,801342560,1068,801342560,6.11,US Dollar,6.11,US Dollar,Reinvestment,0
2022/09/01 00:18,1665,80041D420,10,8005D2150,102.55,US Dollar,102.55,US Dollar,Credit Card,0
2022/09/01 00:09,1,8002C4C10,1,8002C4C10,22.88,US Dollar,22.88,US Dollar,Reinvestment,0
2022/09/01 00:14,11296,8016B82E0,11296,8016B82E0,756221.89,US Dollar,756221.89,US Dollar,Reinvestment,0
2022/09/01 00:16,10,80010C0B0,10,80010C0B0,20.89,US Dollar,20.89,US Dollar,Reinvestment,0
2022/09/01 00:17,10,800189BC0,10,800189BC0,23.6,US Dollar,23.6,US Dollar,Reinvestment,0
2022/09/01 00:00,1467,80033C3F0,1467,80033C3F0,64643.09,US Dollar,64643.09,US Dollar,Reinvestment,0
2022/09/01 00:06,220,800408000,220,800408000,8361.88,US Dollar,8361.88,US Dollar,Reinvestment,0
2022/09/01 00:26,220,8001325C0,1588,8003C0700,2736.79,US Dollar,2736.79,US Dollar,Cheque,0
2022/09/01 00:28,10,8001FAC60,10,8001FAC60,13.32,US Dollar,13.32,US Dollar,Reinvestment,0
2022/09/01 00:06,10,800105730,10,800105730,261455.31,US Dollar,261455.31,US Dollar,Reinvestment,0
2022/09/01 00:26,1665,8003A4EA0,1665,8003A4EA0,9.93,US Dollar,9.93,US Dollar,Reinvestment,0
2022/09/01 00:14,10,800268440,1,800268220,2024429.0,US Dollar,2024429.0,US Dollar,Cheque,0
2022/09/01 00:09,3431,8003E6180,3431,8003E6180,11085.86,US Dollar,11085.86,US Dollar,Reinvestment,0
2022/09/01 00:14,12,800132990,12,800132990,11591.6,US Dollar,11591.6,US Dollar,Reinvestment,0
2022/09/01 00:25,513,8003C5B30,513,8003C5B30,6.49,US Dollar,6.49,US Dollar,Reinvestment,0
2022/09/01 00:20,10,8001CA380,10,8001CA380,1950.33,US Dollar,1950.33,US Dollar,Reinvestment,0
2022/09/01 00:03,1,8001CEC80,1,8001CEC80,31.31,US Dollar,31.31,US Dollar,Reinvestment,0
2022/09/01 00:00,10,8001E37F0,10,8001E37F0,560045.98,US Dollar,560045.98,US Dollar,Reinvestment,0
2022/09/01 00:04,10,80010DA60,10,80010DA60,16027.79,US Dollar,16027.79,US Dollar,Reinvestment,0
2022/09/01 00:18,10,80011BDF0,10,80011BDF0,86684.05,US Dollar,86684.05,US Dollar,Reinvestment,0
2022/09/01 00:00,10,8002143C0,10,8002143C0,21163.9,US Dollar,21163.9,US Dollar,Reinvestment,0
2022/09/01 00:25,1,8003085B0,1,8003085B0,15.09,US Dollar,15.09,US Dollar,Reinvestment,0
2022/09/01 00:29,3365,800250B60,3365,800250B60,11890.13,US Dollar,11890.13,US Dollar,Reinvestment,0
2022/09/01 00:10,513,800417E30,513,800417E30,20.44,US Dollar,20.44,US Dollar,Reinvestment,0
2022/09/02 15:40,21174,800737690,410,8002CC310,3511.82,Euro,3511.82,Euro,ACH,1
2022/09/01 00:17,12,8001C64C0,12,8001C64C0,6.44,US Dollar,6.44,US Dollar,Reinvestment,0
2022/09/01 00:19,10,800216BB0,10,800216BB0,83.3,US Dollar,83.3,US Dollar,Reinvestment,0
2022/09/01 00:21,12,800411150,12,800411150,46703.51,US Dollar,46703.51,US Dollar,Reinvestment,0
2022/09/01 00:12,12,80022B750,513,8003AD240,2009.99,US Dollar,2009.99,US Dollar,Credit Card,0
2022/09/01 00:23,220,8002177D0,220,8002177D0,83342.6,US Dollar,83342.6,US Dollar,Reinvestment,0
2022/09/01 00:15,10,800156890,10,800156890,16.57,US Dollar,16.57,US Dollar,Reinvestment,0
2022/09/01 00:24,1674,80040EA70,1674,80040EA70,10306.4,US Dollar,10306.4,US Dollar,Reinvestment,0
2022/09/01 00:04,3420,801D9FF00,3420,801D9FF00,19.24,US Dollar,19.24,US Dollar,Reinvestment,0
2022/09/01 00:12,70,100428660,1,8002F39A0,50943473.54,US Dollar,50943473.54,US Dollar,Cheque,0
2022/09/01 00:10,3209,8002631D0,3209,8002631D0,1920.23,US Dollar,1920.23,US Dollar,Reinvestment,0
2022/09/01 00:08,3545,8002BDF90,3545,8002BDF90,6864.04,US Dollar,6864.04,US Dollar,Reinvestment,0
2022/09/01 00:19,70,100428660,10,8003470E0,3140.42,US Dollar,3140.42,US Dollar,Credit Card,0
2022/09/01 00:22,1362,80025B690,1362,80025B690,490269.37,US Dollar,490269.37,US Dollar,Reinvestment,0
2022/09/01 00:23,10,8001CC420,10,8001CC420,17541.05,US Dollar,17541.05,US Dollar,Reinvestment,0
2022/09/01 00:12,1467,8003EDB00,1467,8003EDB00,15753.12,US Dollar,15753.12,US Dollar,Reinvestment,0
2022/09/01 00:20,701,8004128B0,701,8004128B0,1594324.64,US Dollar,1594324.64,US Dollar,Reinvestment,0
2022/09/01 00:07,1588,8003D9860,1588,8003D9860,80149.37,US Dollar,80149.37,US Dollar,Reinvestment,0
2022/09/01 00:03,220,8001325C0,10,80018DBD0,1102.6,US Dollar,1102.6,US Dollar,Credit Card,0
2022/09/01 00:41,70,100428660,8805,805B66DC0,1104.79,US Dollar,1104.79,US Dollar,Cheque,1
2022/09/01 00:08,10,800105D30,12,800105F00,236392988.0,US Dollar,236392988.0,US Dollar,Cheque,0
2022/09/01 00:29,1292,8002B21D0,1292,8002B21D0,9.27,US Dollar,9.27,US Dollar,Reinvestment,0
2022/09/01 00:20,3208,8000F4580,1,8000F5340,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:03,3246,8003021D0,3246,8003021D0,3097.83,US Dollar,3097.83,US Dollar,Reinvestment,0
2022/09/01 00:05,10,8003DD990,10,8003DD990,76.85,US Dollar,76.85,US Dollar,Reinvestment,0
2022/09/01 00:29,3472,8003F51A0,1420,8003D7720,172.04,US Dollar,172.04,US Dollar,ACH,0
2022/09/01 00:16,1,8000EC1E0,1,8000EC1E0,11.86,US Dollar,11.86,US Dollar,Reinvestment,0
2022/09/01 00:22,220,8003B9190,220,8003B9190,6.09,US Dollar,6.09,US Dollar,Reinvestment,0
2022/09/01 00:24,1,8001409E0,10,80014D160,4274.46,US Dollar,4274.46,US Dollar,Cash,0
2022/09/01 00:21,10,80040F9F0,1588,800411380,329139.0,US Dollar,329139.0,US Dollar,ACH,0
2022/09/01 00:12,220,800224560,220,800224560,4764.93,US Dollar,4764.93,US Dollar,Reinvestment,0
2022/09/01 00:26,1292,8001DB320,1292,8001DB320,4.64,US Dollar,4.64,US Dollar,Reinvestment,0
2022/09/01 00:21,1,80019AA00,1,80019AA00,48197.5,US Dollar,48197.5,US Dollar,Reinvestment,0
2022/09/01 00:17,1362,8002B89B0,1362,8002B89B0,18.6,US Dollar,18.6,US Dollar,Reinvestment,0
2022/09/01 00:10,3284,8004193E0,3284,8004193E0,50509.92,US Dollar,50509.92,US Dollar,Reinvestment,0
2022/09/01 00:19,1292,8001EB640,1292,8001EB640,12.37,US Dollar,12.37,US Dollar,Reinvestment,0
2022/09/01 00:13,220,8002694A0,220,8002694A0,8770.84,US Dollar,8770.84,US Dollar,Reinvestment,0
2022/09/03 01:44,410,802D878C0,3229,8063F5290,7617.17,US Dollar,7617.17,US Dollar,ACH,1
2022/09/01 00:19,3601,800321210,3601,800321210,5751.92,US Dollar,5751.92,US Dollar,Reinvestment,0
2022/09/01 00:07,1,80030A730,1,80030A730,1184681.37,US Dollar,1184681.37,US Dollar,Reinvestment,0
2022/09/01 00:11,1362,800337730,125906,80A067380,5.67,US Dollar,5.67,US Dollar,Credit Card,0
2022/09/01 00:27,3546,800346A90,3546,800346A90,7591.99,US Dollar,7591.99,US Dollar,Reinvestment,0
2022/09/01 00:25,12,800147C30,12,800147C30,52709.17,US Dollar,52709.17,US Dollar,Reinvestment,0
2022/09/01 00:20,220,80024DB90,220,80024DB90,20.49,US Dollar,20.49,US Dollar,Reinvestment,0
2022/09/01 00:28,220,800149210,227786,813188F60,30.21,US Dollar,30.21,US Dollar,Credit Card,0
2022/09/01 00:24,1420,8003053E0,1420,8003053E0,1536014.61,US Dollar,1536014.61,US Dollar,Reinvestment,0
2022/09/01 00:24,1362,8003F9B80,1362,8003F9B80,10.7,US Dollar,10.7,US Dollar,Reinvestment,0
2022/09/01 00:22,3365,800418BD0,1292,8004110B0,543.94,US Dollar,543.94,US Dollar,Cheque,0
2022/09/01 00:26,10,80034E290,12,800388920,150428.0,US Dollar,150428.0,US Dollar,Cheque,0
2022/09/01 00:14,1,8004041D0,1,8004041D0,34196.31,US Dollar,34196.31,US Dollar,Reinvestment,0
2022/09/01 00:23,513,80032D090,513,80032D090,3789.84,US Dollar,3789.84,US Dollar,Reinvestment,0
2022/09/01 00:18,1,8001142C0,1,8001142C0,8862.59,US Dollar,8862.59,US Dollar,Reinvestment,0
2022/09/01 00:07,10,80018DBD0,1,800256410,36263.22,US Dollar,36263.22,US Dollar,Cheque,0
2022/09/01 00:26,10,800144AE0,10,800144AE0,171777.74,US Dollar,171777.74,US Dollar,Reinvestment,0
2022/09/01 00:17,1362,800335010,11296,805D8EFA0,119.38,US Dollar,119.38,US Dollar,Credit Card,0
2022/09/01 00:17,1588,8003BDF60,1588,8003BDF60,5.27,US Dollar,5.27,US Dollar,Reinvestment,0
2022/09/01 00:05,12,800113FE0,12,800113FE0,102785.36,US Dollar,102785.36,US Dollar,Reinvestment,0
2022/09/01 00:29,10,800059F50,10,800059F50,86837.1,US Dollar,86837.1,US Dollar,Reinvestment,0
2022/09/01 00:10,1467,8003F6C80,19329,803CAA8A0,23.01,US Dollar,23.01,US Dollar,Credit Card,0
2022/09/01 00:26,10,8001C7260,10,8001C7260,330137.94,US Dollar,330137.94,US Dollar,Reinvestment,0
2022/09/01 00:27,513,800421140,513,800421140,4058.4,US Dollar,4058.4,US Dollar,Reinvestment,0
2022/09/01 00:11,1601,8003479D0,1601,8003479D0,28956.0,US Dollar,28956.0,US Dollar,Reinvestment,0
2022/09/01 00:00,1729,8003F0D10,1729,8003F0D10,4017.24,US Dollar,4017.24,US Dollar,Reinvestment,0
2022/09/01 00:04,1420,8010098B0,1420,8010098B0,19605.49,US Dollar,19605.49,US Dollar,Reinvestment,0
2022/09/01 00:07,12,800229520,10,8003A8AB0,42930.19,US Dollar,42930.19,US Dollar,Cheque,0
2022/09/01 00:12,12,800425A40,12,800425A40,420212.76,US Dollar,420212.76,US Dollar,Reinvestment,0
2022/09/01 00:23,1292,8001CCCD0,1292,8001CCCD0,87958.82,US Dollar,87958.82,US Dollar,Reinvestment,0
2022/09/01 00:13,12,800135E30,1362,80024FAA0,12973.35,US Dollar,12973.35,US Dollar,Cheque,0
2022/09/01 00:07,10,8001F97D0,10,8001F97D0,1273.01,US Dollar,1273.01,US Dollar,Reinvestment,0
2022/09/01 00:22,70,100428660,220,800190EB0,13809.74,US Dollar,13809.74,US Dollar,Cash,0
2022/09/01 00:20,10,8001742E0,1292,800188040,7268.66,US Dollar,7268.66,US Dollar,Cheque,0
2022/09/01 00:18,12,800303130,210404,8045BE740,52.28,US Dollar,52.28,US Dollar,Credit Card,0
2022/09/01 00:01,3601,80033E330,1,80033FFD0,947.52,US Dollar,947.52,US Dollar,Wire,0
2022/09/01 00:18,10,800055DF0,12,80033BF20,61875.67,US Dollar,61875.67,US Dollar,Cheque,0
2022/09/01 00:13,220,8002C5A90,220,8002C5A90,6.85,US Dollar,6.85,US Dollar,Reinvestment,0
2022/09/01 00:07,1,800394050,1,800394050,157216.84,US Dollar,157216.84,US Dollar,Reinvestment,0
2022/09/01 00:09,12,80010C340,12,80010C340,13774.9,US Dollar,13774.9,US Dollar,Reinvestment,0
2022/09/01 00:06,220,8003051E0,10,8003B5870,137787.22,US Dollar,137787.22,US Dollar,ACH,0
2022/09/01 00:12,1292,800263680,1292,800263680,6542.03,US Dollar,6542.03,US Dollar,Reinvestment,0
2022/09/01 00:00,10,800196F00,10,800196F00,5278.24,US Dollar,5278.24,US Dollar,Reinvestment,0
2022/09/01 00:05,10,80022BBB0,10,80022BBB0,4.83,US Dollar,4.83,US Dollar,Reinvestment,0
2022/09/01 00:29,220,80034A300,220,80034A300,3324.91,US Dollar,3324.91,US Dollar,Reinvestment,0
2022/09/01 00:08,1,80018BA80,1588,8003BEB90,4570.67,US Dollar,4570.67,US Dollar,Cash,0
2022/09/01 00:29,1292,8003AFEA0,1292,8003AFEA0,21.21,US Dollar,21.21,US Dollar,Reinvestment,0
2022/09/01 00:01,220,8002680E0,221731,80D4011A0,6.81,US Dollar,6.81,US Dollar,Credit Card,0
2022/09/01 00:22,3438,800302130,3438,800302130,2023.66,US Dollar,2023.66,US Dollar,Reinvestment,0
2022/09/01 00:20,10,8001E9FE0,10,8001E9FE0,4.64,US Dollar,4.64,US Dollar,Reinvestment,0
2022/09/01 00:26,12,80021B080,12,80021B080,2886.11,US Dollar,2886.11,US Dollar,Reinvestment,0
2022/09/01 00:12,1588,8003C9F90,1588,8003C9F90,4.98,US Dollar,4.98,US Dollar,Reinvestment,0
2022/09/01 00:23,220,8002F0D60,220,8002F0D60,17.53,US Dollar,17.53,US Dollar,Reinvestment,0
2022/09/01 00:07,12,8001E0160,214615,806859720,45.76,US Dollar,45.76,US Dollar,Credit Card,0
2022/09/01 00:05,10,800176780,10,800176780,63655.44,US Dollar,63655.44,US Dollar,Reinvestment,0
2022/09/01 00:02,701,800420180,701,800420180,852.19,US Dollar,852.19,US Dollar,Reinvestment,0
2022/09/01 00:03,1,80005C0A0,1588,8003AC470,13449.06,US Dollar,13449.06,US Dollar,Cheque,0
2022/09/01 00:19,1588,80038BA70,10,80038B5C0,851997.0,US Dollar,851997.0,US Dollar,Cheque,0
2022/09/01 00:14,70,100428660,1,8002640E0,9789.22,US Dollar,9789.22,US Dollar,Cheque,0
2022/09/01 00:25,10,8001520E0,10,8001520E0,20028.72,US Dollar,20028.72,US Dollar,Reinvestment,0
2022/09/01 00:16,1601,800335920,1601,800335920,10.48,US Dollar,10.48,US Dollar,Reinvestment,0
2022/09/01 00:07,12,8001068A0,12,8001068A0,15.45,US Dollar,15.45,US Dollar,Reinvestment,0
2022/09/01 00:22,1588,8003D9860,1588,8003D9860,7.54,US Dollar,7.54,US Dollar,Reinvestment,0
2022/09/01 00:23,220,80010C2F0,12,80012A760,24158800.08,US Dollar,24158800.08,US Dollar,Cheque,0
2022/09/01 00:08,1420,80024CDE0,10,8002B9030,4375.31,US Dollar,4375.31,US Dollar,ACH,0
2022/09/01 00:09,1,80005C790,1,80005C790,23.06,US Dollar,23.06,US Dollar,Reinvestment,0
2022/09/01 00:25,1,8001740A0,1,8001740A0,312.45,US Dollar,312.45,US Dollar,Reinvestment,0
2022/09/01 00:24,513,8004049F0,513,8004049F0,11.4,US Dollar,11.4,US Dollar,Reinvestment,0
2022/09/01 00:20,1674,8003F9E60,1674,8003F9E60,1301378.12,US Dollar,1301378.12,US Dollar,Reinvestment,0
2022/09/01 00:04,1,800056370,1,800056370,14.6,US Dollar,14.6,US Dollar,Reinvestment,0
2022/09/01 00:19,513,8003491D0,513,8003491D0,23378.55,US Dollar,23378.55,US Dollar,Reinvestment,0
2022/09/01 00:17,1420,8003AB740,1420,8003AB740,694850.84,US Dollar,694850.84,US Dollar,Reinvestment,0
2022/09/03 08:27,16606,8064545E0,2454,80662A070,12331.0,US Dollar,12331.0,US Dollar,ACH,1
2022/09/01 00:03,1292,80019DF90,1292,80019DF90,229.85,US Dollar,229.85,US Dollar,Reinvestment,0
2022/09/01 00:24,1362,800425BD0,15723,80D4FBB70,6.36,US Dollar,6.36,US Dollar,Credit Card,0
2022/09/01 00:03,10,8003F7B80,10,8003F7B80,9.7,US Dollar,9.7,US Dollar,Reinvestment,0
2022/09/01 00:27,3314,8003D6540,10,8003F3470,11769.07,US Dollar,11769.07,US Dollar,ACH,0
2022/09/01 00:12,1,800128AC0,10,80012AB70,1775.39,US Dollar,1775.39,US Dollar,Cash,0
2022/09/01 00:08,1,800147880,28771,8087881E0,9.43,US Dollar,9.43,US Dollar,Credit Card,0
2022/09/01 00:19,12,80028C360,12,80028C360,9474300.16,US Dollar,9474300.16,US Dollar,Reinvestment,0
2022/09/01 00:10,1420,8002BC510,1420,8002BC510,258.1,US Dollar,258.1,US Dollar,Reinvestment,0
2022/09/01 00:26,1,80011C190,1674,8003BB960,13906.01,US Dollar,13906.01,US Dollar,Cheque,0
2022/09/01 00:09,1467,8002FC370,1467,8002FC370,4.86,US Dollar,4.86,US Dollar,Reinvestment,0
2022/09/01 00:22,1,80011AA30,1292,8002C2DE0,1048.63,US Dollar,1048.63,US Dollar,Cheque,0
2022/09/01 00:19,1,8002BCC60,1,8002BCC60,9025.85,US Dollar,9025.85,US Dollar,Reinvestment,0
2022/09/01 00:10,10,8002670F0,1665,8003B23D0,2536.35,US Dollar,2536.35,US Dollar,Credit Card,0
2022/09/01 00:28,1665,8005E18F0,1665,8005E18F0,157.57,US Dollar,157.57,US Dollar,Reinvestment,0
2022/09/01 00:10,1362,800252EE0,10,800307C80,4409.32,US Dollar,4409.32,US Dollar,ACH,0
2022/09/01 00:12,10,800424780,10,800424780,33308.36,US Dollar,33308.36,US Dollar,Reinvestment,0
2022/09/01 00:06,12,80015E8B0,12,80015E8B0,607809.45,US Dollar,607809.45,US Dollar,Reinvestment,0
2022/09/01 00:16,10,800110D50,10,800110D50,18.23,US Dollar,18.23,US Dollar,Reinvestment,0
2022/09/02 15:44,131167,80C21E690,241869,80F390FC0,3354.5,Swiss Franc,3354.5,Swiss Franc,ACH,1
2022/09/01 00:25,1292,8001E1C50,19474,80EFEF8B0,47.77,US Dollar,47.77,US Dollar,Credit Card,0
2022/09/01 00:07,1,800266C90,1,800266C90,287571.21,US Dollar,287571.21,US Dollar,Reinvestment,0
2022/09/01 00:03,12,800135E30,12,800135E30,7.2,US Dollar,7.2,US Dollar,Reinvestment,0
2022/09/01 00:29,1,80026CDF0,1,80026CDF0,56558.87,US Dollar,56558.87,US Dollar,Reinvestment,0
2022/09/01 00:16,513,8003CEFC0,513,8003CEFC0,4202430.82,US Dollar,4202430.82,US Dollar,Reinvestment,0
2022/09/03 11:07,13157,805CA5A30,241869,80F390FC0,4513.56,Swiss Franc,4513.56,Swiss Franc,ACH,1
2022/09/01 00:12,1467,8003C8AE0,1467,8003C8AE0,19.45,US Dollar,19.45,US Dollar,Reinvestment,0
2022/09/01 00:02,1,80011A2A0,220,80011D000,27374.91,US Dollar,27374.91,US Dollar,Cash,0
2022/09/01 00:17,70,100428660,152980,8140702D0,6892.43,US Dollar,6892.43,US Dollar,Credit Card,1
2022/09/01 00:13,10,800134210,10,800134210,4.25,US Dollar,4.25,US Dollar,Reinvestment,0
2022/09/01 00:08,513,8003A8A60,513,8003A8A60,207214.97,US Dollar,207214.97,US Dollar,Reinvestment,0
2022/09/01 00:03,1362,8001D3A10,1362,8001D3A10,11.34,US Dollar,11.34,US Dollar,Reinvestment,0
2022/09/01 00:00,12,80021FBB0,12,80021FBB0,11.51,US Dollar,11.51,US Dollar,Reinvestment,0
2022/09/01 00:06,1,8001580D0,1,8001580D0,121867.33,US Dollar,121867.33,US Dollar,Reinvestment,0
2022/09/01 00:15,10,8001501C0,10,8001501C0,84159.63,US Dollar,84159.63,US Dollar,Reinvestment,0
2022/09/01 00:21,1420,800389010,1420,800389010,8926.53,US Dollar,8926.53,US Dollar,Reinvestment,0
2022/09/01 00:15,220,80010C2F0,220,80010C2F0,19.99,US Dollar,19.99,US Dollar,Reinvestment,0
2022/09/01 00:29,1420,800251BB0,1420,800251BB0,324355.87,US Dollar,324355.87,US Dollar,Reinvestment,0
2022/09/01 00:14,10,800417230,10,800417230,21607.41,US Dollar,21607.41,US Dollar,Reinvestment,0
2022/09/01 00:28,1420,80033FC50,17732,805EE6660,141.31,US Dollar,141.31,US Dollar,Credit Card,0
2022/09/01 00:25,1362,8002C0880,1362,8002C0880,10.53,US Dollar,10.53,US Dollar,Reinvestment,0
2022/09/01 00:14,12,8001C5670,12,8001C5670,5.57,US Dollar,5.57,US Dollar,Reinvestment,0
2022/09/01 00:14,220,8002BBBC0,1665,8003DAEE0,6169298.67,US Dollar,6169298.67,US Dollar,Cheque,0
2022/09/01 00:18,1601,8003D4DE0,1601,8003D4DE0,11580.43,US Dollar,11580.43,US Dollar,Reinvestment,0
2022/09/01 00:16,10,8003BBB80,10,8003BBB80,24.88,US Dollar,24.88,US Dollar,Reinvestment,0
2022/09/01 00:18,1,8003B4B10,1,8003B4B10,47741.48,US Dollar,47741.48,US Dollar,Reinvestment,0
2022/09/01 00:15,1362,8003A2200,1362,8003A2200,12.9,US Dollar,12.9,US Dollar,Reinvestment,0
2022/09/01 00:21,70,100428660,10,80036A930,87060.04,US Dollar,87060.04,US Dollar,Cash,0
2022/09/01 00:10,1292,8003BF640,22205,80F702650,18.49,US Dollar,18.49,US Dollar,Credit Card,0
2022/09/01 00:22,1,80011A2A0,220,80011D000,40167.8,US Dollar,40167.8,US Dollar,Cheque,0
2022/09/01 00:01,12,800145390,12,800110F70,97.56,US Dollar,97.56,US Dollar,Credit Card,0
2022/09/01 00:20,70,100428660,1362,8001E0F10,34.94,US Dollar,34.94,US Dollar,Cash,0
2022/09/01 00:23,1420,80028BC30,1420,80028BC30,12.41,US Dollar,12.41,US Dollar,Reinvestment,0
2022/09/01 00:22,12,8001744E0,10,8002FE410,15431.88,US Dollar,15431.88,US Dollar,Credit Card,0
2022/09/01 00:14,1,80018BA80,1588,8003BEB90,16257.55,US Dollar,16257.55,US Dollar,Cheque,0
2022/09/01 00:17,10,8016BBF40,24161,80DF7DCE0,149.35,US Dollar,149.35,US Dollar,Credit Card,0
2022/09/01 00:23,220,800336B70,113744,8091CF1C0,155.33,US Dollar,155.33,US Dollar,Credit Card,0
2022/09/01 00:27,10,8001C5260,10,8001C5260,23.89,US Dollar,23.89,US Dollar,Reinvestment,0
2022/09/04 14:07,214050,80543C3C0,241869,80F390FC0,1514.49,Swiss Franc,1514.49,Swiss Franc,ACH,1
2022/09/01 00:18,513,800409C60,513,800409C60,17.95,US Dollar,17.95,US Dollar,Reinvestment,0
2022/09/01 00:19,3462,8004229A0,10,800422350,660.94,US Dollar,660.94,US Dollar,ACH,0
2022/09/01 00:20,3208,800156AF0,10,800156890,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 00:18,220,8003E2250,220,8003E2250,615.0,US Dollar,615.0,US Dollar,Reinvestment,0
2022/09/03 19:52,40312,80F52D550,23370,80BEA98A0,11975.53,UK Pound,11975.53,UK Pound,ACH,1
2022/09/01 00:16,10,80034B7D0,10,80034B7D0,17.26,US Dollar,17.26,US Dollar,Reinvestment,0
2022/09/01 00:00,3296,80015E630,3296,80015E630,37934.66,US Dollar,37934.66,US Dollar,Reinvestment,0
2022/09/01 00:09,12,8001A8EB0,12,8001A8EB0,13769.83,US Dollar,13769.83,US Dollar,Reinvestment,0
2022/09/01 00:08,1,800058B80,1,800058B80,11.24,US Dollar,11.24,US Dollar,Reinvestment,0
2022/09/01 00:17,10,80012FD90,36056,812ED6380,106.7,US Dollar,106.7,US Dollar,Credit Card,0
2022/09/01 00:29,70,100428660,1362,80025B860,24662.06,US Dollar,24662.06,US Dollar,Cheque,0
2022/09/01 00:09,12,800302510,12,800302510,7.54,US Dollar,7.54,US Dollar,Reinvestment,0
2022/09/01 00:06,220,800257BA0,220,800257BA0,2850759.23,US Dollar,2850759.23,US Dollar,Reinvestment,0
2022/09/01 00:26,11904,8016BC320,11904,8016BC320,1282.15,US Dollar,1282.15,US Dollar,Reinvestment,0
2022/09/01 00:26,10,8001E3EE0,10,8001E3EE0,17495.77,US Dollar,17495.77,US Dollar,Reinvestment,0
2022/09/01 00:08,1,80018A900,1,80018A900,13925059.09,US Dollar,13925059.09,US Dollar,Reinvestment,0
2022/09/01 00:01,1467,8003A90B0,1467,8003A90B0,7245269.46,US Dollar,7245269.46,US Dollar,Reinvestment,0
2022/09/03 09:29,21174,800737690,1,800AAF0B0,15197.45,US Dollar,15197.45,US Dollar,ACH,1
2022/09/01 00:20,12,800149FB0,12,800149FB0,411423.16,US Dollar,411423.16,US Dollar,Reinvestment,0
2022/09/01 00:22,3314,80033AF60,1601,80033AD80,8.04,US Dollar,8.04,US Dollar,Wire,0
2022/09/01 00:19,220,80010C2F0,220,80010C2F0,921588.24,US Dollar,921588.24,US Dollar,Reinvestment,0
2022/09/01 00:21,1,8003B02B0,1,8003B02B0,1123.89,US Dollar,1123.89,US Dollar,Reinvestment,0
2022/09/01 00:29,3211,80014BC00,1,80014BA70,146.08,US Dollar,146.08,US Dollar,Cheque,0
2022/09/01 00:04,12,800388920,137446,80DDDB630,7.1,US Dollar,7.1,US Dollar,Credit Card,0
2022/09/01 00:23,513,800332130,513,800332130,8.01,US Dollar,8.01,US Dollar,Reinvestment,0
2022/09/01 00:01,10,8001A6140,10,8001A6140,8976.52,US Dollar,8976.52,US Dollar,Reinvestment,0
2022/09/02 12:29,217,80FD27570,24856,8090E8EB0,10621.24,Canadian Dollar,10621.24,Canadian Dollar,ACH,1
2022/09/01 00:00,12,80024EBB0,12,80024EBB0,18.27,US Dollar,18.27,US Dollar,Reinvestment,0
2022/09/01 00:22,1292,8001CA830,4523,80C1456B0,16.68,US Dollar,16.68,US Dollar,Credit Card,0
2022/09/01 00:00,1292,80025C6D0,1292,80025C6D0,22.66,US Dollar,22.66,US Dollar,Reinvestment,0
2022/09/01 00:16,1,800056CB0,1,800056CB0,40939.45,US Dollar,40939.45,US Dollar,Reinvestment,0
2022/09/01 00:03,12,8001F1B20,12,8001F1B20,318734.77,US Dollar,318734.77,US Dollar,Reinvestment,0
2022/09/01 00:06,1,80011B810,1,80011B810,24545.63,US Dollar,24545.63,US Dollar,Reinvestment,0
2022/09/01 00:26,1292,800188040,1292,800188040,6.91,US Dollar,6.91,US Dollar,Reinvestment,0
2022/09/01 00:19,1362,8002BB2A0,1362,8002BB2A0,176045.34,US Dollar,176045.34,US Dollar,Reinvestment,0
2022/09/01 00:24,10,8001BB380,10,8001BB380,16.51,US Dollar,16.51,US Dollar,Reinvestment,0
2022/09/01 00:22,1467,8002CB540,1467,8002CB540,38416.72,US Dollar,38416.72,US Dollar,Reinvestment,0
2022/09/01 00:29,70,100428660,1292,8002D6970,10.01,US Dollar,10.01,US Dollar,Credit Card,0
2022/09/01 00:19,10,800126360,10,800126360,14.99,US Dollar,14.99,US Dollar,Reinvestment,0
2022/09/01 00:05,10,80019E220,10,80019E220,5188.13,US Dollar,5188.13,US Dollar,Reinvestment,0
2022/09/01 00:16,1420,801008520,12,80974B620,17.57,US Dollar,17.57,US Dollar,Credit Card,0
2022/09/01 00:06,3561,800331750,3561,800331750,715.36,US Dollar,715.36,US Dollar,Reinvestment,0
2022/09/01 00:28,12,80012A760,12,80012A760,3.57,US Dollar,3.57,US Dollar,Reinvestment,0
